SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,January-5-2018,Single Family Residential,1134 S Truro Ave,Los Angeles,CA,90301,430000,3,2.0,699 - Not Defined,1274,5888,1936,48,338,,Sold,,,http://www.redfin.com/CA/Inglewood/1134-S-Truro-Ave-90301/home/6457654,CRISNet,SR16200889,N,Y,33.9477573,-118.357805
PAST SALE,,Single Family Residential,5020 W 124th St,Hawthorne,CA,90250,400000,3,1.0,,1008,5005,1944,,397,,,,,http://www.redfin.com/CA/Hawthorne/5020-W-124th-St-90250/home/6666638,,,N,Y,33.9198484,-118.3668542
PAST SALE,September-26-2017,Single Family Residential,4922 W 140th St,Hawthorne,CA,90250,775000,3,1.75,109 - Ramona/Burleigh,1673,6001,1942,149,463,,Sold,,,http://www.redfin.com/CA/Hawthorne/4922-W-140th-St-90250/home/6676743,CRMLS,WS17196204,N,Y,33.9041984,-118.3649819
PAST SALE,September-5-2017,Single Family Residential,10214 South Inglewood Ave,Inglewood,CA,90304,485000,2,1.0,Lennox,1388,5782,1930,170,349,,Sold,,,http://www.redfin.com/CA/Inglewood/10214-S-Inglewood-Ave-90304/home/6483037,TheMLS,17-234244,N,Y,33.9432036,-118.3610716
PAST SALE,September-6-2017,Single Family Residential,121 Rosecrans Pl,Manhattan Beach,CA,90266,1750000,3,1.75,142 - Manhattan Bch Sand,1340,1351,1964,169,1306,,Sold,,,http://www.redfin.com/CA/Manhattan-Beach/121-Rosecrans-Pl-90266/home/6656842,CRMLS,SB17152191,N,Y,33.9010279,-118.4191913
PAST SALE,September-6-2017,Single Family Residential,5007 W 117th St,Hawthorne,CA,90250,535000,2,1.0,108 - North Hawthorne,1037,7054,1941,169,516,,Sold,,,http://www.redfin.com/CA/Hawthorne/5007-W-117th-St-90250/home/6664502,CRISNet,SR17102759,N,Y,33.9283738,-118.3660243
PAST SALE,September-11-2017,Single Family Residential,4688 W 131st St,Hawthorne,CA,90250,641000,3,2.0,109 - Ramona/Burleigh,1517,6001,1963,164,423,,Sold,,,http://www.redfin.com/CA/Hawthorne/4688-W-131st-St-90250/home/6489908,CRMLS,SB17170516,N,Y,33.9133837,-118.3590106
PAST SALE,September-5-2017,Single Family Residential,11824 Freeman Ave,Hawthorne,CA,90250,450000,3,1.75,108 - North Hawthorne,1599,4909,1959,170,281,,Sold,,,http://www.redfin.com/CA/Hawthorne/11824-Freeman-Ave-90250/home/6503729,CRMLS,SB17184863,N,Y,33.9267685,-118.3480024
PAST SALE,September-6-2017,Single Family Residential,4678 W 134th St,Hawthorne,CA,90250,720000,4,3.0,109 - Ramona/Burleigh,1732,6000,1944,169,416,,Sold,,,http://www.redfin.com/CA/Hawthorne/4678-W-134th-St-90250/home/6490314,CRMLS,IN17184233,N,Y,33.9106133,-118.3589118
PAST SALE,September-13-2017,Single Family Residential,5566 Palm Dr,Hawthorne,CA,90250,1160000,4,3.0,107 - Holly Glen/Del Aire,2064,38081,2014,162,562,195,Sold,,,http://www.redfin.com/CA/Hawthorne/5566-Palm-Dr-90250/unit-17/home/79042593,CRMLS,SB17171947,N,Y,33.912856149,-118.3777259
PAST SALE,September-1-2017,Single Family Residential,4105 W Broadway,Hawthorne,CA,90250,465000,2,1.5,108 - North Hawthorne,1463,5439,1949,174,318,,Sold,,,http://www.redfin.com/CA/Hawthorne/4105-W-Broadway-90250/home/6500082,CRMLS,PW17128292,N,Y,33.9202523,-118.3462633
PAST SALE,August-29-2017,Single Family Residential,424 California St,El Segundo,CA,90245,1200000,3,2.0,141 - El Segundo,1403,6405,1957,177,855,,Sold,,,http://www.redfin.com/CA/El-Segundo/424-California-St-90245/home/6662695,CRMLS,SB17156579,N,Y,33.9217432,-118.4012762
PAST SALE,September-20-2017,Single Family Residential,12324 Burl Ave,Hawthorne,CA,90250,660000,3,2.0,108 - North Hawthorne,1416,5000,1947,155,466,,Sold,,,http://www.redfin.com/CA/Hawthorne/12324-Burl-Ave-90250/home/6667053,CRMLS,SB17171713,N,Y,33.9206357,-118.3619534
PAST SALE,October-12-2017,Single Family Residential,4338 W 154th,Lawndale,CA,90260,580000,4,2.0,112 - North Lawndale,1485,5097,1950,133,391,,Sold,,,http://www.redfin.com/CA/Lawndale/4338-154th-St-90260/home/6559999,CRMLS,MB17182544,N,Y,33.8908205,-118.3516124
PAST SALE,October-13-2017,Single Family Residential,4863 W 135th St,Hawthorne,CA,90250,529900,2,1.0,107 - Holly Glen/Del Aire,819,5280,1951,132,647,,Sold,,,http://www.redfin.com/CA/Hawthorne/4863-W-135th-St-90250/home/6671105,CRMLS,SB17206971,N,Y,33.9096903,-118.3635389
PAST SALE,October-23-2017,Single Family Residential,2500 Oak Ave,Manhattan Beach,CA,90266,1300000,3,2.0,143 - Manhattan Bch Tree,1532,4494,1959,122,849,,Sold,,,http://www.redfin.com/CA/Manhattan-Beach/2500-Oak-Ave-90266/home/6708479,CRMLS,OC17067612,N,Y,33.8947169,-118.3966605
PAST SALE,,Single Family Residential,1904 Manzanita Ln,Manhattan Beach,CA,90266,1200000,3,2.0,,1722,5398,1950,,697,,,,,http://www.redfin.com/CA/Manhattan-Beach/1904-Manzanita-Ln-90266/home/6703369,,,N,Y,33.8922128,-118.3814588
PAST SALE,November-3-2017,Single Family Residential,4599 W 137th Pl,Hawthorne,CA,90250,605000,4,2.0,109 - Ramona/Burleigh,1838,6151,1943,111,329,,Sold,,,http://www.redfin.com/CA/Hawthorne/4599-W-137th-Pl-90250/home/6491663,CRMLS,PW17172442,N,Y,33.9072027,-118.3570418
PAST SALE,December-7-2017,Single Family Residential,4839 W 122nd St,Hawthorne,CA,90250,719900,4,2.0,108 - North Hawthorne,1852,5001,1947,77,389,,Sold,,,http://www.redfin.com/CA/Hawthorne/4839-W-122nd-St-90250/home/6667484,CRMLS,RS17215432,N,Y,33.9223792,-118.3630857
PAST SALE,December-21-2017,Single Family Residential,2009 Elm Ave,Manhattan Beach,CA,90266,2262500,4,3.0,143 - Manhattan Bch Tree,3097,4482,1998,63,731,,Sold,,,http://www.redfin.com/CA/Manhattan-Beach/2009-Elm-Ave-90266/home/6707211,CRMLS,SB17127784,N,Y,33.8928186,-118.398055
PAST SALE,,Single Family Residential,4874 W 135th St,Hawthorne,CA,90250,475000,2,1.0,,714,5285,1946,,665,,,,,http://www.redfin.com/CA/Hawthorne/4874-W-135th-St-90250/home/6674854,,,N,Y,33.909298,-118.3639025
PAST SALE,January-19-2018,Single Family Residential,4108 W 122nd St,Hawthorne,CA,90250,378000,3,2.0,108 - North Hawthorne,1197,3167,1947,34,316,,Sold,,,http://www.redfin.com/CA/Hawthorne/4108-W-122nd-St-90250/home/6500137,CRMLS,PW17277641,N,Y,33.9217129,-118.3463845
PAST SALE,February-1-2018,Single Family Residential,5102 W 124th St,Hawthorne,CA,90250,599000,2,1.0,107 - Holly Glen/Del Aire,808,5008,1944,21,741,,Sold,,,http://www.redfin.com/CA/Hawthorne/5102-W-124th-St-90250/home/6666648,CRMLS,IN17144879,N,Y,33.9198561,-118.367721
PAST SALE,February-1-2018,Single Family Residential,4300 West 137th St,Hawthorne,CA,90250,544000,2,1.0,Ramona/Burleigh,872,3300,1924,21,624,,Sold,,,http://www.redfin.com/CA/Hawthorne/4300-137th-St-90250/home/6496079,TheMLS,18-299246,N,Y,33.9072719,-118.3496762
PAST SALE,February-9-2018,Single Family Residential,4130 W 147th St,Lawndale,CA,90260,529900,3,2.0,112 - North Lawndale,1215,4167,1953,13,436,,Sold,,,http://www.redfin.com/CA/Lawndale/4130-W-147th-St-90260/home/6561890,CRMLS,MB17240580,N,Y,33.8980581,-118.3472885
PAST SALE,February-13-2018,Single Family Residential,4684 W 142nd St,Hawthorne,CA,90250,595000,3,1.75,109 - Ramona/Burleigh,1249,5821,1924,9,476,,Sold,,,http://www.redfin.com/CA/Hawthorne/4684-W-142nd-St-90250/home/6493224,CRMLS,WS17275584,N,Y,33.9026167,-118.3590268
PAST SALE,February-2-2018,Single Family Residential,4752 W 134th St,Hawthorne,CA,90250,677950,3,2.0,109 - Ramona/Burleigh,1309,6000,1948,20,518,,Sold,,,http://www.redfin.com/CA/Hawthorne/4752-W-134th-St-90250/home/6490234,CRMLS,OC17267604,N,Y,33.9106322,-118.3602069
PAST SALE,February-9-2018,Single Family Residential,5030 W 132nd St,Hawthorne,CA,90250,582000,3,1.0,107 - Holly Glen/Del Aire,1209,5310,1947,13,481,,Sold,,,http://www.redfin.com/CA/Hawthorne/5030-W-132nd-St-90250/home/6670159,CRMLS,SB18001955,N,Y,33.912677,-118.366678
PAST SALE,December-29-2017,Single Family Residential,4940 W 118th Pl,Hawthorne,CA,90250,500000,2,1.0,108 - North Hawthorne,882,6176,1950,55,567,,Sold,,,http://www.redfin.com/CA/Hawthorne/4940-W-118th-Pl-90250/home/6665272,CRMLS,RS17261240,N,Y,33.926211,-118.3648903
PAST SALE,August-30-2017,Single Family Residential,625 17th St,Manhattan Beach,CA,90266,5100000,4,4.0,143 - Manhattan Bch Tree,4348,6299,2004,176,1173,,Sold,,,http://www.redfin.com/CA/Manhattan-Beach/625-17th-St-90266/home/6707627,CRMLS,SB17159761,N,Y,33.8901072,-118.4077887
PAST SALE,October-5-2017,Single Family Residential,12102 S La Cienega Blvd,Hawthorne,CA,90250,800000,4,4.0,108 - North Hawthorne,2788,5422,2005,140,287,,Sold,,,http://www.redfin.com/CA/Hawthorne/12102-S-La-Cienega-Blvd-90250/home/12281557,CRMLS,DW17121024,N,Y,33.9230098,-118.369684
PAST SALE,September-27-2017,Single Family Residential,813 Mccarthy Ct,El Segundo,CA,90245,1075000,3,1.5,141 - El Segundo,1256,6118,1953,148,856,,Sold,,,http://www.redfin.com/CA/El-Segundo/813-McCarthy-Ct-90245/home/6646746,CRMLS,SB17113113,N,Y,33.9275204,-118.40862
PAST SALE,September-19-2017,Single Family Residential,900 E Mariposa Ave,El Segundo,CA,90245,1280000,3,1.75,141 - El Segundo,1828,6848,1964,156,700,,Sold,,,http://www.redfin.com/CA/El-Segundo/900-E-Mariposa-Ave-90245/home/6647634,CRMLS,SB17163097,N,Y,33.9233658,-118.4066024
PAST SALE,,Single Family Residential,4660 W 132nd St,Hawthorne,CA,90250,270000,3,2.0,,2082,6005,1958,,130,,,,,http://www.redfin.com/CA/Hawthorne/4660-W-132nd-St-90250/home/6490037,,,N,Y,33.9124139,-118.3584763
PAST SALE,November-23-2017,Single Family Residential,232 30th Pl,Manhattan Beach,CA,90266,3299000,4,3.0,142 - Manhattan Bch Sand,2100,1378,2015,91,1571,,Sold,,,http://www.redfin.com/CA/Manhattan-Beach/232-30th-Pl-90266/home/6710528,CRMLS,SB16752461,N,Y,33.8967982,-118.4161708
PAST SALE,November-2-2017,Single Family Residential,501 Eucalyptus Dr,El Segundo,CA,90245,949000,2,1.0,141 - El Segundo,936,3510,1953,112,1014,,Sold,,,http://www.redfin.com/CA/El-Segundo/501-Eucalyptus-Dr-90245/home/6645775,CRMLS,SB17214321,N,Y,33.9223446,-118.4137773
PAST SALE,,Single Family Residential,460 29th St,Manhattan Beach,CA,90266,1850000,2,1.0,,640,2708,1943,,2891,,,,,http://www.redfin.com/CA/Manhattan-Beach/460-29th-St-90266/home/6710257,,,N,Y,33.8966186,-118.4132305
PAST SALE,September-15-2017,Single Family Residential,3516 Manhattan Ave,Manhattan Beach,CA,90266,4000000,5,2.0,142 - Manhattan Bch Sand,2340,3498,1929,160,1709,,Sold,,,http://www.redfin.com/CA/Manhattan-Beach/3516-Manhattan-Ave-90266/home/6709934,CRMLS,SB16182547,N,Y,33.8999117,-118.4182117
PAST SALE,September-14-2017,Single Family Residential,4505 W 135th St,Hawthorne,CA,90250,716000,3,2.5,109 - Ramona/Burleigh,1964,6000,1967,161,365,,Sold,,,http://www.redfin.com/CA/Hawthorne/4505-W-135th-St-90250/home/6490600,CRMLS,RS17140422,N,Y,33.9100568,-118.3550679
PAST SALE,September-15-2017,Single Family Residential,2817 Bayview Dr,Manhattan Beach,CA,90266,4500000,5,5.5,142 - Manhattan Bch Sand,3384,1743,2017,160,1330,,Sold,,,http://www.redfin.com/CA/Manhattan-Beach/2817-Bayview-Dr-90266/home/6710486,CRMLS,SB17152529,N,Y,33.895582,-118.416257
PAST SALE,,Single Family Residential,1122 E Acacia Ave,El Segundo,CA,90245,1130000,3,2.0,,1265,6255,1949,,893,,,,,http://www.redfin.com/CA/El-Segundo/1122-E-Acacia-Ave-90245/home/6659915,,,N,Y,33.9296673,-118.4028775
PAST SALE,September-14-2017,Single Family Residential,4644 W 140th St,Hawthorne,CA,90250,625000,2,1.75,109 - Ramona/Burleigh,1277,4954,1948,161,489,,Sold,,,http://www.redfin.com/CA/Hawthorne/4644-W-140th-St-90250/home/6492643,CRISNet,SR17183726,N,Y,33.9043321,-118.3581471
PAST SALE,August-30-2017,Single Family Residential,4877 W 137th St,Hawthorne,CA,90250,771000,4,2.0,107 - Holly Glen/Del Aire,1324,5285,1951,176,582,,Sold,,,http://www.redfin.com/CA/Hawthorne/4877-137th-St-90250/home/6674992,CRMLS,SB17181348,N,Y,33.9079845,-118.3638976
PAST SALE,December-12-2017,Single Family Residential,224 32nd St,Manhattan Beach,CA,90266,4400000,4,4.5,142 - Manhattan Bch Sand,4397,2700,2008,72,1001,,Sold,,,http://www.redfin.com/CA/Manhattan-Beach/224-32nd-St-90266/home/6710534,CRMLS,SB16715666,N,Y,33.897569,-118.4167203
PAST SALE,,Single Family Residential,648 30th St,Manhattan Beach,CA,90266,1900000,5,2.0,,2099,4804,1950,,905,,,,,http://www.redfin.com/CA/Manhattan-Beach/648-30th-St-90266/home/6709028,,,N,Y,33.8975955,-118.4079876
PAST SALE,December-15-2017,Single Family Residential,1304 21st St,Manhattan Beach,CA,90266,1720000,3,3.0,146 - Manhattan Bch Heights/Lib Vlg,2360,7493,1949,69,729,,Sold,,,http://www.redfin.com/CA/Manhattan-Beach/1304-21st-St-90266/home/6704025,CRMLS,PV17255078,N,Y,33.8926211,-118.3914643
PAST SALE,September-8-2017,Single Family Residential,1407 23rd St,Manhattan Beach,CA,90266,2010000,4,3.0,146 - Manhattan Bch Heights/Lib Vlg,2083,7014,1949,167,965,,Sold,,,http://www.redfin.com/CA/Manhattan-Beach/1407-23rd-St-90266/home/6703682,CRMLS,SB17168172,N,Y,33.8939841,-118.389527
PAST SALE,October-11-2017,Single Family Residential,4539 W 147th St,Lawndale,CA,90260,440000,2,1.0,112 - North Lawndale,616,3375,1948,134,714,,Sold,,,http://www.redfin.com/CA/Lawndale/4539-W-147th-St-90260/home/6565253,CRMLS,SB17033453,N,Y,33.8984953,-118.3562101
PAST SALE,November-28-2017,Single Family Residential,14808 Grevillea Ave,Lawndale,CA,90260,499000,3,2.0,112 - North Lawndale,1199,3009,1973,86,416,,Sold,,,http://www.redfin.com/CA/Lawndale/14808-Grevillea-Ave-90260/home/6565093,CRMLS,SB17206464,N,Y,33.897149,-118.3545157
PAST SALE,,Single Family Residential,518 24th St,Manhattan Beach,CA,90266,2025000,2,1.0,,982,2694,1941,,2062,,,,,http://www.redfin.com/CA/Manhattan-Beach/518-24th-St-90266/home/6710695,,,N,Y,33.8939386,-118.4108782
PAST SALE,November-16-2017,Single Family Residential,835 California St,El Segundo,CA,90245,1775000,3,3.0,141 - El Segundo,2556,8804,1952,98,694,,Sold,,,http://www.redfin.com/CA/El-Segundo/835-California-St-90245/home/6660008,CRMLS,SB17210364,N,Y,33.9282028,-118.4022986
PAST SALE,October-25-2017,Single Family Residential,628 Marine Ave,Manhattan Beach,CA,90266,3100000,3,2.5,143 - Manhattan Bch Tree,2800,4399,2003,120,1107,,Sold,,,http://www.redfin.com/CA/Manhattan-Beach/628-Marine-Ave-90266/home/6709414,CRMLS,SB17121446,N,Y,33.8936017,-118.4076615
PAST SALE,,Single Family Residential,2800 Alma Ave,Manhattan Beach,CA,90266,3250000,2,1.0,,974,3472,1928,,3337,,,,,http://www.redfin.com/CA/Manhattan-Beach/2800-Alma-Ave-90266/home/6710305,,,N,Y,33.8957488,-118.4143617
PAST SALE,October-23-2017,Single Family Residential,227 W Oak Ave,El Segundo,CA,90245,1685000,4,2.25,141 - El Segundo,1847,6681,1938,122,912,,Sold,,,http://www.redfin.com/CA/El-Segundo/227-W-Oak-Ave-90245/home/6643862,CRMLS,SB17193174,N,Y,33.9262133,-118.41811
PAST SALE,November-14-2017,Single Family Residential,649 W Oak Ave,El Segundo,CA,90245,1750000,4,3.5,141 - El Segundo,2882,8149,1952,100,607,,Sold,,,http://www.redfin.com/CA/El-Segundo/649-W-Oak-Ave-90245/home/6641844,CRMLS,SB17203085,N,Y,33.9261445,-118.4244274
PAST SALE,,Single Family Residential,3304 N Poinsettia Ave,Manhattan Beach,CA,90266,2350000,5,4.0,,3228,4638,1995,,728,,,,,http://www.redfin.com/CA/Manhattan-Beach/3304-N-Poinsettia-Ave-90266/home/6708118,,,N,Y,33.8992239,-118.4005355
PAST SALE,December-12-2017,Single Family Residential,517 West Buckthorn St,Inglewood,CA,90301,570000,3,2.0,South Inglewood,1292,4565,1926,72,441,,Sold,,,http://www.redfin.com/CA/Inglewood/517-W-Buckthorn-St-90301/home/6453303,TheMLS,17-269076,N,Y,33.953734,-118.3644815
PAST SALE,September-27-2017,Single Family Residential,5538 W 142nd Pl,Hawthorne,CA,90250,932500,3,2.0,107 - Holly Glen/Del Aire,1466,5776,1954,148,636,,Sold,,,http://www.redfin.com/CA/Hawthorne/5538-W-142nd-Pl-90250/home/6673624,CRMLS,SB17179134,N,Y,33.9023647,-118.3780836
PAST SALE,September-26-2017,Single Family Residential,5407 W 139th St,Hawthorne,CA,90250,1200000,5,3.0,107 - Holly Glen/Del Aire,2870,5000,1954,149,418,,Sold,,,http://www.redfin.com/CA/Hawthorne/5407-139th-St-90250/home/6674240,CRMLS,SB17191997,N,Y,33.9053295,-118.3746371
PAST SALE,August-31-2017,Single Family Residential,5170 W 137th St,Hawthorne,CA,90250,649000,3,2.0,107 - Holly Glen/Del Aire,1339,5287,1947,175,485,,Sold,,,http://www.redfin.com/CA/Hawthorne/5170-137th-St-90250/home/6675267,CRMLS,SB17152639,N,Y,33.9075535,-118.3694672
PAST SALE,,Single Family Residential,4814 W 141st St,Hawthorne,CA,90250,350000,2,1.0,,1068,5800,1948,,328,,,,,http://www.redfin.com/CA/Hawthorne/4814-W-141st-St-90250/home/6677026,,,N,Y,33.903555,-118.3617862
PAST SALE,September-15-2017,Single Family Residential,5538 W 138th St,Hawthorne,CA,90250,967000,3,2.25,107 - Holly Glen/Del Aire,1728,5436,1954,160,560,,Sold,,,http://www.redfin.com/CA/Hawthorne/5538-W-138th-St-90250/home/6674202,CRMLS,SB17195376,N,Y,33.906329,-118.3779695
PAST SALE,October-31-2017,Single Family Residential,5515 W 141st St,Hawthorne,CA,90250,819000,3,1.75,107 - Holly Glen/Del Aire,1124,5000,1954,114,729,,Sold,,,http://www.redfin.com/CA/Hawthorne/5515-W-141st-St-90250/home/6673946,CRMLS,SB17219209,N,Y,33.903971,-118.376958
PAST SALE,November-17-2017,Single Family Residential,5322 W 139th St,Hawthorne,CA,90250,950000,3,2.5,107 - Holly Glen/Del Aire,1458,5004,1955,97,652,,Sold,,,http://www.redfin.com/CA/Hawthorne/5322-139th-St-90250/home/6673085,CRMLS,SB17233919,N,Y,33.9049396,-118.3730878
PAST SALE,December-7-2017,Single Family Residential,23 Village Cir,Manhattan Beach,CA,90266,2600000,4,3.25,145 - Manhattan Village,3184,5834,1984,77,817,315,Sold,,,http://www.redfin.com/CA/Manhattan-Beach/23-Village-Cir-90266/home/6657195,CRMLS,PW17198250,N,Y,33.8954101,-118.3924573
PAST SALE,,Single Family Residential,1334 19th St,Manhattan Beach,CA,90266,1350000,2,1.0,,841,7003,1949,,1605,,,,,http://www.redfin.com/CA/Manhattan-Beach/1334-19th-St-90266/home/6703992,,,N,Y,33.8916917,-118.3904746
PAST SALE,January-5-2018,Single Family Residential,9 Westport,Manhattan Beach,CA,90266,2270000,3,1.75,145 - Manhattan Village,2056,8028,1983,48,1104,315,Sold,,,http://www.redfin.com/CA/Manhattan-Beach/9-Westport-90266/home/6657279,CRMLS,SB17239982,N,Y,33.8959316,-118.3929111
PAST SALE,,Single Family Residential,1404 Chestnut Ave,Manhattan Beach,CA,90266,570000,4,2.0,,1745,4898,1947,,327,,,,,http://www.redfin.com/CA/Manhattan-Beach/1404-Chestnut-Ave-90266/home/6704333,,,N,Y,33.8890702,-118.3923621
PAST SALE,September-1-2017,Single Family Residential,4838 W El Segundo Blvd Unit B,Hawthorne,CA,90250,620000,3,3.0,107 - Holly Glen/Del Aire,1576,5605,2006,174,393,,Sold,,,http://www.redfin.com/CA/Hawthorne/4838-W-El-Segundo-Blvd-90250/unit-B/home/12288873,CRMLS,DW17167962,N,Y,33.916175,-118.3627115
PAST SALE,August-29-2017,Single Family Residential,300 W Sycamore Ave,El Segundo,CA,90245,1300000,3,3.0,141 - El Segundo,1520,7308,1954,177,855,,Sold,,,http://www.redfin.com/CA/El-Segundo/300-W-Sycamore-Ave-90245/home/6644070,CRMLS,SB17163330,N,Y,33.9277682,-118.4185997
PAST SALE,September-1-2017,Single Family Residential,4156 W 118th St,Hawthorne,CA,90250,400000,2,1.0,108 - North Hawthorne,886,6752,1941,174,451,,Sold,,,http://www.redfin.com/CA/Hawthorne/4156-W-118th-St-90250/home/6503754,CRMLS,DW17046197,N,Y,33.927123,-118.3473462
PAST SALE,November-21-2017,Single Family Residential,2304 Elm Ave,Manhattan Beach,CA,90266,2505000,5,4.0,143 - Manhattan Bch Tree,3349,4481,2000,93,748,,Sold,,,http://www.redfin.com/CA/Manhattan-Beach/2304-Elm-Ave-90266/home/8091622,CRMLS,SB17164023,N,Y,33.8936947,-118.397529
PAST SALE,September-19-2017,Single Family Residential,4841 W 118th Pl,Hawthorne,CA,90250,585000,3,2.0,108 - North Hawthorne,1360,6162,1947,156,430,,Sold,,,http://www.redfin.com/CA/Hawthorne/4841-W-118th-Pl-90250/home/6665421,CRMLS,SB17194919,N,Y,33.9265791,-118.3627534
PAST SALE,October-24-2017,Single Family Residential,5356 W 123rd Pl,Hawthorne,CA,90250,799000,3,1.0,107 - Holly Glen/Del Aire,1546,5248,1950,121,517,,Sold,,,http://www.redfin.com/CA/Hawthorne/5356-W-123rd-Pl-90250/home/6668379,CRMLS,IV17211476,N,Y,33.9207935,-118.3741957
PAST SALE,October-20-2017,Single Family Residential,509 East Buckthorn St,Inglewood,CA,90301,410000,2,1.0,North Inglewood,644,2755,1925,125,637,,Sold,,,http://www.redfin.com/CA/Inglewood/509-E-Buckthorn-St-90301/home/6452814,TheMLS,17-258876,N,Y,33.9543174,-118.3463907
PAST SALE,November-9-2017,Single Family Residential,12132 Cedar Ave,Hawthorne,CA,90250,438500,2,2.0,108 - North Hawthorne,1031,2529,1981,105,425,,Sold,,,http://www.redfin.com/CA/Hawthorne/12132-Cedar-Ave-90250/home/6499341,CRMLS,RS17214916,N,Y,33.9222956,-118.3489786
PAST SALE,December-22-2017,Single Family Residential,11878 Freeman Ave,Hawthorne,CA,90250,510000,3,2.0,108 - North Hawthorne,1326,4917,1953,62,385,,Sold,,,http://www.redfin.com/CA/Hawthorne/11878-Freeman-Ave-90250/home/6503699,CRMLS,SB17206349,N,Y,33.9258789,-118.3479191
PAST SALE,January-11-2018,Single Family Residential,4718 West Broadway,Hawthorne,CA,90250,551400,4,2.0,North Hawthorne,1456,5732,1928,42,379,,Sold,,,http://www.redfin.com/CA/Hawthorne/4718-W-Broadway-90250/home/6489330,TheMLS,17-288858,N,Y,33.9198081,-118.3595895
PAST SALE,January-31-2018,Single Family Residential,201 Redlands St,Playa Del Rey,CA,90293,2925000,4,3.75,Playa Del Rey,4219,5524,1981,22,693,,Sold,,,http://www.redfin.com/CA/Playa-Del-Rey/201-Redlands-St-90293/home/6625966,TheMLS,17-286850,N,Y,33.9538938,-118.4466343
PAST SALE,January-4-2018,Single Family Residential,4627 W 137th Pl,Hawthorne,CA,90250,550000,3,1.0,109 - Ramona/Burleigh,990,6151,1946,49,556,,Sold,,,http://www.redfin.com/CA/Hawthorne/4627-W-137th-Pl-90250/home/6491718,CRMLS,SB17223235,N,Y,33.90714,-118.3578599
PAST SALE,January-8-2018,Single Family Residential,11859 Cedar Ave,Hawthorne,CA,90250,850000,4,4.0,108 - North Hawthorne,3040,6378,1953,45,280,,Sold,,,http://www.redfin.com/CA/Hawthorne/11859-Cedar-Ave-90250/home/6503541,CRMLS,PW17249492,N,Y,33.9262003,-118.3495506
PAST SALE,December-19-2017,Single Family Residential,14600 Burin Ave,Lawndale,CA,90260,470000,3,2.0,112 - North Lawndale,1083,3000,1961,65,434,,Sold,,,http://www.redfin.com/CA/Lawndale/14600-Burin-Ave-90260/home/6565448,CRMLS,DW17212318,N,Y,33.8990917,-118.353518
PAST SALE,February-9-2018,Single Family Residential,4586 W 142nd St,Hawthorne,CA,90250,535500,3,1.75,109 - Ramona/Burleigh,990,5826,1949,13,541,,Sold,,,http://www.redfin.com/CA/Hawthorne/4586-W-142nd-St-90250/home/6493278,CRMLS,CV17264167,N,Y,33.9026066,-118.3567641
PAST SALE,February-13-2018,Single Family Residential,4519 W 131st St,Hawthorne,CA,90250,790000,3,1.75,109 - Ramona/Burleigh,1487,6000,1958,9,531,,Sold,,,http://www.redfin.com/CA/Hawthorne/4519-W-131st-St-90250/home/6491099,CRMLS,PW17276278,N,Y,33.9137961,-118.3551891
PAST SALE,,Single Family Residential,4447 W 116th St,Hawthorne,CA,90250,219000,2,1.0,,572,4048,1925,,383,,,,,http://www.redfin.com/CA/Hawthorne/4447-W-116th-St-90250/home/6494235,,,N,Y,33.9292923,-118.353883
PAST SALE,October-17-2017,Single Family Residential,4807 W 121st St,Hawthorne,CA,90250,615000,4,2.0,108 - North Hawthorne,1371,5697,1947,128,449,,Sold,,,http://www.redfin.com/CA/Hawthorne/4807-W-121st-St-90250/home/6666308,CRMLS,IN17161302,N,Y,33.9230812,-118.3617078
PAST SALE,October-26-2017,Single Family Residential,4329 W 105th St,Inglewood,CA,90304,510000,3,2.0,102 - South Inglewood,1403,5507,1927,119,364,,Sold,,,http://www.redfin.com/CA/Inglewood/4329-W-105th-St-90304/home/6481066,CRMLS,DW17201509,N,Y,33.9410849,-118.3514363
PAST SALE,November-30-2017,Single Family Residential,5456 W 118th Pl,Hawthorne,CA,90304,689000,2,1.0,107 - Holly Glen/Del Aire,1056,7753,1941,84,652,,Sold,,,http://www.redfin.com/CA/Inglewood/5456-W-118th-Pl-90304/home/6663742,CRMLS,SB17253476,N,Y,33.9261457,-118.3762805
PAST SALE,November-30-2017,Single Family Residential,11524 Felton Ave,Hawthorne,CA,90045,549000,3,2.0,108 - North Hawthorne,1180,5316,1941,84,465,,Sold,,,http://www.redfin.com/CA/Los-Angeles/11524-Felton-Ave-90045/home/6664464,CRMLS,SB17196079,N,Y,33.9292961,-118.3654736
PAST SALE,,Single Family Residential,721 Bayonne St,El Segundo,CA,90245,860000,2,1.0,,682,5028,1918,,1261,,,,,http://www.redfin.com/CA/El-Segundo/721-Bayonne-St-90245/home/6643543,,,N,Y,33.9257033,-118.4216216
